1 1:2 2:0.645 3:0.5 4:0.175 5:1.3385 6:0.633 7:0.299 8:0.349
1 1:2 2:0.65 3:0.52 4:0.21 5:1.6785 6:0.6665 7:0.308 8:0.46
1 1:0 2:0.66 3:0.505 4:0.185 5:1.528 6:0.69 7:0.3025 8:0.441
1 1:2 2:0.67 3:0.525 4:0.165 5:1.6085 6:0.682 7:0.3145 8:0.4005
1 1:2 2:0.71 3:0.565 4:0.205 5:2.198 6:1.012 7:0.5225 8:0.5475
1 1:0 2:0.715 3:0.525 4:0.185 5:1.56 6:0.6655 7:0.383 8:0.405
1 1:0 2:0.735 3:0.6 4:0.22 5:2.555 6:1.1335 7:0.44 8:0.6
1 1:2 2:0.65 3:0.5 4:0.155 5:1.202 6:0.565 7:0.3135 8:0.294
1 1:2 2:0.655 3:0.515 4:0.16 5:1.31 6:0.553 7:0.369 8:0.345
1 1:0 2:0.66 3:0.53 4:0.185 5:1.346 6:0.546 7:0.2705 8:0.476
1 1:0 2:0.71 3:0.56 4:0.18 5:1.652 6:0.735 7:0.381 8:0.4525
1 1:2 2:0.735 3:0.585 4:0.185 5:2.124 6:0.952 7:0.55 8:0.5
1 1:2 2:0.745 3:0.565 4:0.215 5:1.931 6:0.896 7:0.4585 8:0.5
1 1:0 2:0.78 3:0.63 4:0.215 5:2.657 6:1.488 7:0.4985 8:0.586
1 1:1 2:0.55 3:0.43 4:0.145 5:0.7895 6:0.3745 7:0.171 8:0.223
1 1:2 2:0.6 3:0.48 4:0.155 5:1.014 6:0.451 7:0.1885 8:0.325
1 1:0 2:0.6 3:0.465 4:0.155 5:1.04 6:0.4755 7:0.25 8:0.28
1 1:1 2:0.605 3:0.435 4:0.13 5:0.9025 6:0.432 7:0.174 8:0.26
1 1:2 2:0.645 3:0.525 4:0.16 5:1.5075 6:0.7455 7:0.245 8:0.4325
1 1:2 2:0.65 3:0.525 4:0.175 5:1.5365 6:0.6865 7:0.3585 8:0.405
1 1:0 2:0.695 3:0.565 4:0.19 5:1.7635 6:0.7465 7:0.399 8:0.4975
1 1:0 2:0.71 3:0.55 4:0.17 5:1.614 6:0.743 7:0.345 8:0.45
1 1:0 2:0.725 3:0.6 4:0.2 5:1.737 6:0.697 7:0.3585 8:0.595
1 1:2 2:0.625 3:0.47 4:0.18 5:1.136 6:0.451 7:0.3245 8:0.305
1 1:0 2:0.645 3:0.505 4:0.165 5:1.318 6:0.55 7:0.3015 8:0.335
1 1:0 2:0.655 3:0.54 4:0.215 5:1.5555 6:0.695 7:0.296 8:0.444
1 1:2 2:0.67 3:0.545 4:0.2 5:1.7025 6:0.833 7:0.374 8:0.41
1 1:2 2:0.68 3:0.515 4:0.17 5:1.6115 6:0.8415 7:0.306 8:0.395
1 1:1 2:0.53 3:0.42 4:0.13 5:0.8365 6:0.3745 7:0.167 8:0.249
1 1:1 2:0.555 3:0.46 4:0.145 5:0.9005 6:0.3845 7:0.158 8:0.2765
1 1:1 2:0.59 3:0.46 4:0.145 5:0.9015 6:0.419 7:0.1785 8:0.26
1 1:0 2:0.605 3:0.505 4:0.18 5:1.434 6:0.7285 7:0.264 8:0.431
1 1:0 2:0.62 3:0.54 4:0.165 5:1.139 6:0.4995 7:0.2435 8:0.357
1 1:2 2:0.625 3:0.49 4:0.165 5:1.1165 6:0.4895 7:0.2615 8:0.3325
1 1:2 2:0.63 3:0.49 4:0.17 5:1.1745 6:0.5255 7:0.273 8:0.339
1 1:2 2:0.63 3:0.495 4:0.175 5:1.2695 6:0.605 7:0.271 8:0.328
1 1:2 2:0.64 3:0.525 4:0.185 5:1.707 6:0.763 7:0.4205 8:0.4435
1 1:2 2:0.65 3:0.505 4:0.19 5:1.274 6:0.59 7:0.23 8:0.391
1 1:2 2:0.65 3:0.525 4:0.185 5:1.488 6:0.665 7:0.337 8:0.378
1 1:2 2:0.67 3:0.52 4:0.165 5:1.39 6:0.711 7:0.2865 8:0.3
1 1:0 2:0.67 3:0.54 4:0.195 5:1.619 6:0.74 7:0.3305 8:0.465
1 1:0 2:0.68 3:0.51 4:0.2 5:1.6075 6:0.714 7:0.339 8:0.4705
1 1:2 2:0.685 3:0.52 4:0.15 5:1.3735 6:0.7185 7:0.293 8:0.32
1 1:0 2:0.705 3:0.545 4:0.17 5:1.58 6:0.6435 7:0.4565 8:0.265
1 1:2 2:0.735 3:0.59 4:0.215 5:1.747 6:0.7275 7:0.403 8:0.557
1 1:0 2:0.75 3:0.565 4:0.215 5:1.938 6:0.7735 7:0.4825 8:0.575
1 1:0 2:0.61 3:0.475 4:0.15 5:1.1135 6:0.5195 7:0.2575 8:0.3005
1 1:2 2:0.625 3:0.49 4:0.185 5:1.169 6:0.5275 7:0.2535 8:0.344
1 1:2 2:0.65 3:0.525 4:0.19 5:1.6125 6:0.777 7:0.3685 8:0.3965
1 1:0 2:0.665 3:0.515 4:0.185 5:1.3405 6:0.5595 7:0.293 8:0.4375
1 1:2 2:0.72 3:0.56 4:0.18 5:1.5865 6:0.691 7:0.375 8:0.4425
1 1:1 2:0.42 3:0.325 4:0.1 5:0.368 6:0.1675 7:0.0625 8:0.1135
1 1:1 2:0.505 3:0.405 4:0.13 5:0.599 6:0.2245 7:0.1175 8:0.225
1 1:2 2:0.565 3:0.455 4:0.155 5:0.9355 6:0.421 7:0.183 8:0.26
1 1:2 2:0.57 3:0.46 4:0.155 5:1.0005 6:0.454 7:0.205 8:0.265
1 1:2 2:0.57 3:0.455 4:0.155 5:0.832 6:0.3585 7:0.174 8:0.277
1 1:1 2:0.575 3:0.45 4:0.135 5:0.8245 6:0.3375 7:0.2115 8:0.239
1 1:0 2:0.6 3:0.47 4:0.135 5:0.97 6:0.4655 7:0.1955 8:0.264
1 1:0 2:0.6 3:0.465 4:0.16 5:1.133 6:0.466 7:0.2885 8:0.298
1 1:0 2:0.61 3:0.47 4:0.165 5:1.1785 6:0.566 7:0.2785 8:0.294
1 1:2 2:0.615 3:0.47 4:0.145 5:1.0285 6:0.4435 7:0.2825 8:0.285
1 1:0 2:0.62 3:0.495 4:0.17 5:1.062 6:0.372 7:0.213 8:0.34
1 1:2 2:0.625 3:0.495 4:0.155 5:1.0485 6:0.487 7:0.212 8:0.3215
1 1:0 2:0.625 3:0.52 4:0.18 5:1.354 6:0.4845 7:0.351 8:0.375
1 1:0 2:0.635 3:0.485 4:0.165 5:1.2695 6:0.5635 7:0.3065 8:0.3395
1 1:0 2:0.635 3:0.52 4:0.165 5:1.3405 6:0.5065 7:0.296 8:0.412
1 1:0 2:0.635 3:0.505 4:0.155 5:1.2895 6:0.594 7:0.314 8:0.345
1 1:2 2:0.64 3:0.53 4:0.165 5:1.1895 6:0.4765 7:0.3 8:0.35
1 1:0 2:0.64 3:0.485 4:0.185 5:1.4195 6:0.6735 7:0.3465 8:0.3255
1 1:0 2:0.655 3:0.515 4:0.18 5:1.412 6:0.6195 7:0.2485 8:0.497
1 1:0 2:0.675 3:0.51 4:0.185 5:1.473 6:0.6295 7:0.3025 8:0.4245
1 1:2 2:0.72 3:0.565 4:0.19 5:2.081 6:1.0815 7:0.4305 8:0.503
1 1:0 2:0.725 3:0.57 4:0.205 5:1.6195 6:0.744 7:0.315 8:0.488
1 1:2 2:0.545 3:0.44 4:0.14 5:0.8395 6:0.356 7:0.1905 8:0.2385
1 1:1 2:0.55 3:0.42 4:0.115 5:0.668 6:0.2925 7:0.137 8:0.209
1 1:0 2:0.585 3:0.485 4:0.15 5:1.079 6:0.4145 7:0.2115 8:0.356
1 1:2 2:0.685 3:0.55 4:0.2 5:1.7725 6:0.813 7:0.387 8:0.49
1 1:0 2:0.505 3:0.385 4:0.115 5:0.616 6:0.243 7:0.1075 8:0.21
1 1:2 2:0.5 3:0.39 4:0.145 5:0.651 6:0.273 7:0.132 8:0.22
1 1:0 2:0.71 3:0.565 4:0.195 5:1.817 6:0.785 7:0.492 8:0.49
1 1:2 2:0.58 3:0.47 4:0.165 5:0.927 6:0.3215 7:0.1985 8:0.315
1 1:1 2:0.37 3:0.28 4:0.09 5:0.233 6:0.0905 7:0.0545 8:0.07
1 1:0 2:0.645 3:0.5 4:0.2 5:1.4285 6:0.639 7:0.305 8:0.36
1 1:2 2:0.585 3:0.43 4:0.16 5:0.955 6:0.3625 7:0.176 8:0.27
1 1:2 2:0.455 3:0.355 4:0.13 5:0.515 6:0.2 7:0.1275 8:0.175
1 1:2 2:0.43 3:0.345 4:0.115 5:0.3045 6:0.0925 7:0.055 8:0.12
1 1:2 2:0.56 3:0.455 4:0.165 5:0.86 6:0.4015 7:0.1695 8:0.245
1 1:0 2:0.59 3:0.47 4:0.17 5:0.9 6:0.355 7:0.1905 8:0.25
1 1:2 2:0.505 3:0.4 4:0.13 5:0.764 6:0.3035 7:0.189 8:0.2175
1 1:2 2:0.635 3:0.495 4:0.15 5:1.081 6:0.4825 7:0.242 8:0.31
1 1:1 2:0.525 3:0.43 4:0.15 5:0.7365 6:0.3225 7:0.161 8:0.215
1 1:0 2:0.44 3:0.345 4:0.105 5:0.4285 6:0.165 7:0.083 8:0.132
1 1:2 2:0.31 3:0.235 4:0.06 5:0.12 6:0.0415 7:0.033 8:0.04
1 1:1 2:0.52 3:0.38 4:0.14 5:0.525 6:0.1775 7:0.115 8:0.185
1 1:0 2:0.61 3:0.485 4:0.165 5:1.087 6:0.4255 7:0.232 8:0.38
1 1:0 2:0.52 3:0.405 4:0.14 5:0.6915 6:0.276 7:0.137 8:0.215
1 1:0 2:0.475 3:0.38 4:0.145 5:0.57 6:0.167 7:0.118 8:0.187
1 1:2 2:0.58 3:0.46 4:0.18 5:1.145 6:0.48 7:0.277 8:0.325
1 1:1 2:0.66 3:0.525 4:0.215 5:1.786 6:0.6725 7:0.3615 8:0.4065
1 1:0 2:0.595 3:0.465 4:0.15 5:1.0255 6:0.412 7:0.2745 8:0.289
1 1:0 2:0.635 3:0.495 4:0.18 5:1.596 6:0.617 7:0.317 8:0.37
1 1:0 2:0.635 3:0.495 4:0.195 5:1.297 6:0.556 7:0.2985 8:0.37
1 1:2 2:0.625 3:0.495 4:0.185 5:1.3835 6:0.7105 7:0.3005 8:0.345
1 1:1 2:0.555 3:0.435 4:0.145 5:0.6975 6:0.262 7:0.1575 8:0.24
1 1:1 2:0.56 3:0.435 4:0.135 5:0.72 6:0.329 7:0.103 8:0.251
1 1:1 2:0.565 3:0.43 4:0.15 5:0.8215 6:0.332 7:0.1685 8:0.29
1 1:0 2:0.58 3:0.465 4:0.145 5:0.9865 6:0.47 7:0.2155 8:0.25
1 1:2 2:0.64 3:0.505 4:0.155 5:1.1955 6:0.5565 7:0.211 8:0.346
1 1:0 2:0.64 3:0.495 4:0.17 5:1.2265 6:0.49 7:0.377 8:0.2875
1 1:0 2:0.66 3:0.525 4:0.2 5:1.463 6:0.6525 7:0.2995 8:0.422
1 1:2 2:0.71 3:0.565 4:0.2 5:1.601 6:0.706 7:0.321 8:0.45
1 1:0 2:0.655 3:0.515 4:0.17 5:1.527 6:0.8485 7:0.2635 8:0.331
1 1:2 2:0.665 3:0.515 4:0.19 5:1.6385 6:0.831 7:0.3575 8:0.371
1 1:2 2:0.695 3:0.54 4:0.195 5:1.691 6:0.768 7:0.363 8:0.4755
1 1:2 2:0.74 3:0.595 4:0.19 5:2.3235 6:1.1495 7:0.5115 8:0.505
1 1:1 2:0.54 3:0.425 4:0.13 5:0.8155 6:0.3675 7:0.1365 8:0.246
1 1:2 2:0.58 3:0.445 4:0.15 5:0.9525 6:0.4315 7:0.1945 8:0.287
1 1:1 2:0.61 3:0.425 4:0.155 5:1.0485 6:0.507 7:0.1955 8:0.274
1 1:1 2:0.61 3:0.49 4:0.16 5:1.1545 6:0.5865 7:0.2385 8:0.2915
1 1:0 2:0.615 3:0.475 4:0.175 5:1.194 6:0.559 7:0.259 8:0.3165
1 1:2 2:0.625 3:0.495 4:0.175 5:1.2075 6:0.531 7:0.281 8:0.3525
1 1:0 2:0.625 3:0.5 4:0.16 5:1.217 6:0.5725 7:0.207 8:0.355
1 1:2 2:0.635 3:0.52 4:0.175 5:1.292 6:0.6 7:0.269 8:0.367
1 1:2 2:0.635 3:0.515 4:0.16 5:1.2075 6:0.5385 7:0.282 8:0.345
1 1:2 2:0.64 3:0.505 4:0.18 5:1.297 6:0.59 7:0.3125 8:0.363
1 1:0 2:0.655 3:0.5 4:0.205 5:1.528 6:0.6215 7:0.3725 8:0.4535
1 1:2 2:0.68 3:0.515 4:0.16 5:1.2345 6:0.618 7:0.2625 8:0.325
1 1:2 2:0.715 3:0.55 4:0.175 5:1.825 6:0.938 7:0.3805 8:0.44
1 1:0 2:0.635 3:0.525 4:0.18 5:1.3695 6:0.634 7:0.318 8:0.363
1 1:2 2:0.64 3:0.495 4:0.165 5:1.307 6:0.678 7:0.292 8:0.266
1 1:0 2:0.67 3:0.515 4:0.17 5:1.4265 6:0.6605 7:0.3395 8:0.37
1 1:2 2:0.7 3:0.545 4:0.185 5:1.6135 6:0.75 7:0.4035 8:0.3685
1 1:1 2:0.52 3:0.41 4:0.14 5:0.6625 6:0.2775 7:0.1555 8:0.196
1 1:1 2:0.55 3:0.445 4:0.145 5:0.783 6:0.3045 7:0.157 8:0.265
1 1:2 2:0.585 3:0.45 4:0.175 5:1.1275 6:0.4925 7:0.262 8:0.335
1 1:0 2:0.6 3:0.45 4:0.14 5:0.869 6:0.3425 7:0.195 8:0.291
1 1:0 2:0.61 3:0.495 4:0.16 5:1.089 6:0.469 7:0.198 8:0.384
1 1:1 2:0.62 3:0.475 4:0.16 5:0.907 6:0.371 7:0.167 8:0.3075
1 1:0 2:0.625 3:0.515 4:0.155 5:1.1635 6:0.4875 7:0.259 8:0.355
1 1:2 2:0.63 3:0.515 4:0.175 5:1.1955 6:0.492 7:0.247 8:0.37
1 1:0 2:0.635 3:0.505 4:0.165 5:1.251 6:0.577 7:0.227 8:0.3825
1 1:0 2:0.655 3:0.455 4:0.17 5:1.2895 6:0.587 7:0.3165 8:0.3415
1 1:2 2:0.675 3:0.52 4:0.145 5:1.3645 6:0.557 7:0.3405 8:0.385
1 1:0 2:0.695 3:0.535 4:0.2 5:1.5855 6:0.667 7:0.334 8:0.471
1 1:0 2:0.52 3:0.43 4:0.15 5:0.728 6:0.302 7:0.1575 8:0.235
1 1:2 2:0.545 3:0.435 4:0.145 5:0.9385 6:0.3685 7:0.1245 8:0.345
1 1:2 2:0.645 3:0.5 4:0.18 5:1.461 6:0.5985 7:0.2425 8:0.439
1 1:2 2:0.675 3:0.505 4:0.16 5:1.532 6:0.74 7:0.357 8:0.3815
1 1:1 2:0.335 3:0.26 4:0.09 5:0.1835 6:0.078 7:0.024 8:0.065
1 1:1 2:0.51 3:0.405 4:0.12 5:0.61 6:0.229 7:0.131 8:0.235
1 1:2 2:0.565 3:0.44 4:0.115 5:0.9185 6:0.404 7:0.1785 8:0.29
1 1:2 2:0.45 3:0.335 4:0.14 5:0.478 6:0.1865 7:0.115 8:0.16
1 1:2 2:0.57 3:0.455 4:0.15 5:0.96 6:0.387 7:0.2385 8:0.275
1 1:0 2:0.495 3:0.385 4:0.135 5:0.6625 6:0.3005 7:0.1635 8:0.185
1 1:2 2:0.41 3:0.31 4:0.125 5:0.3595 6:0.1415 7:0.0885 8:0.115
1 1:2 2:0.465 3:0.36 4:0.125 5:0.4365 6:0.169 7:0.1075 8:0.145
1 1:2 2:0.55 3:0.45 4:0.17 5:0.81 6:0.317 7:0.157 8:0.22
1 1:0 2:0.495 3:0.375 4:0.15 5:0.597 6:0.2615 7:0.135 8:0.178
1 1:0 2:0.66 3:0.525 4:0.19 5:1.67 6:0.6525 7:0.4875 8:0.49
1 1:2 2:0.4 3:0.31 4:0.11 5:0.314 6:0.138 7:0.057 8:0.1
1 1:1 2:0.49 3:0.385 4:0.14 5:0.5425 6:0.198 7:0.127 8:0.175
1 1:1 2:0.445 3:0.345 4:0.13 5:0.4075 6:0.1365 7:0.0645 8:0.18
1 1:1 2:0.44 3:0.31 4:0.115 5:0.3625 6:0.134 7:0.082 8:0.12
1 1:2 2:0.6 3:0.475 4:0.15 5:1.089 6:0.5195 7:0.223 8:0.292
1 1:0 2:0.63 3:0.475 4:0.15 5:1.172 6:0.536 7:0.254 8:0.316
1 1:0 2:0.625 3:0.495 4:0.16 5:1.1115 6:0.4495 7:0.2825 8:0.345
1 1:0 2:0.665 3:0.52 4:0.165 5:1.6885 6:0.7295 7:0.407 8:0.4265
1 1:2 2:0.655 3:0.52 4:0.18 5:1.492 6:0.7185 7:0.36 8:0.355
1 1:0 2:0.655 3:0.54 4:0.175 5:1.5585 6:0.7285 7:0.402 8:0.385
1 1:0 2:0.7 3:0.575 4:0.2 5:1.7365 6:0.7755 7:0.3965 8:0.461
1 1:2 2:0.71 3:0.57 4:0.195 5:1.348 6:0.8985 7:0.4435 8:0.4535
1 1:2 2:0.6 3:0.475 4:0.23 5:1.157 6:0.522 7:0.2235 8:0.36
1 1:2 2:0.625 3:0.49 4:0.165 5:1.1835 6:0.517 7:0.2375 8:0.39
1 1:2 2:0.65 3:0.515 4:0.18 5:1.463 6:0.658 7:0.3135 8:0.4115
1 1:0 2:0.65 3:0.52 4:0.195 5:1.6275 6:0.689 7:0.3905 8:0.432
1 1:2 2:0.66 3:0.515 4:0.2 5:1.6465 6:0.749 7:0.422 8:0.401
1 1:2 2:0.685 3:0.53 4:0.17 5:1.56 6:0.647 7:0.383 8:0.465
1 1:0 2:0.61 3:0.49 4:0.17 5:1.3475 6:0.7045 7:0.25 8:0.3045
1 1:2 2:0.615 3:0.475 4:0.155 5:1.0735 6:0.4375 7:0.2585 8:0.31
1 1:2 2:0.63 3:0.515 4:0.17 5:1.385 6:0.6355 7:0.2955 8:0.38
1 1:0 2:0.585 3:0.42 4:0.155 5:1.034 6:0.437 7:0.2225 8:0.32
1 1:2 2:0.62 3:0.5 4:0.18 5:1.3915 6:0.726 7:0.2795 8:0.332
1 1:1 2:0.62 3:0.47 4:0.155 5:0.966 6:0.447 7:0.171 8:0.284
1 1:1 2:0.625 3:0.485 4:0.16 5:1.15 6:0.5255 7:0.257 8:0.3315
1 1:1 2:0.63 3:0.49 4:0.17 5:1.217 6:0.5515 7:0.212 8:0.31
1 1:2 2:0.65 3:0.52 4:0.17 5:1.3655 6:0.6155 7:0.2885 8:0.36
1 1:2 2:0.65 3:0.495 4:0.17 5:1.276 6:0.6215 7:0.2305 8:0.399
1 1:2 2:0.65 3:0.525 4:0.19 5:1.3685 6:0.5975 7:0.296 8:0.4
1 1:0 2:0.665 3:0.54 4:0.195 5:1.764 6:0.8505 7:0.3615 8:0.47
1 1:0 2:0.67 3:0.51 4:0.155 5:1.278 6:0.5605 7:0.3045 8:0.358
1 1:0 2:0.675 3:0.535 4:0.185 5:1.5575 6:0.7035 7:0.402 8:0.4
1 1:2 2:0.71 3:0.555 4:0.175 5:2.14 6:1.2455 7:0.3725 8:0.434
1 1:0 2:0.725 3:0.56 4:0.185 5:1.792 6:0.873 7:0.367 8:0.435
1 1:2 2:0.78 3:0.6 4:0.21 5:2.548 6:1.1945 7:0.5745 8:0.6745
1 1:0 2:0.62 3:0.5 4:0.175 5:1.107 6:0.4895 7:0.24 8:0.343
1 1:0 2:0.65 3:0.495 4:0.175 5:1.227 6:0.528 7:0.258 8:0.37
1 1:0 2:0.705 3:0.56 4:0.17 5:1.4575 6:0.607 7:0.318 8:0.44
1 1:2 2:0.68 3:0.54 4:0.195 5:1.7825 6:0.5565 7:0.3235 8:0.4285
1 1:2 2:0.5 3:0.42 4:0.125 5:0.62 6:0.255 7:0.15 8:0.205
1 1:0 2:0.485 3:0.4 4:0.155 5:0.731 6:0.236 7:0.183 8:0.255
1 1:1 2:0.54 3:0.4 4:0.145 5:0.757 6:0.315 7:0.181 8:0.215
1 1:1 2:0.565 3:0.43 4:0.135 5:0.8545 6:0.321 7:0.1775 8:0.275
1 1:0 2:0.49 3:0.37 4:0.115 5:0.541 6:0.171 7:0.1175 8:0.185
1 1:0 2:0.68 3:0.55 4:0.19 5:1.807 6:0.8225 7:0.3655 8:0.515
1 1:2 2:0.69 3:0.55 4:0.195 5:1.777 6:0.769 7:0.38 8:0.4305
1 1:2 2:0.63 3:0.48 4:0.185 5:1.21 6:0.53 7:0.2555 8:0.322
1 1:0 2:0.655 3:0.545 4:0.185 5:1.759 6:0.6865 7:0.313 8:0.547
1 1:0 2:0.67 3:0.52 4:0.195 5:1.8065 6:0.758 7:0.3735 8:0.5055
1 1:0 2:0.585 3:0.46 4:0.15 5:1.0035 6:0.503 7:0.2105 8:0.2515
1 1:2 2:0.66 3:0.505 4:0.19 5:1.4385 6:0.6775 7:0.285 8:0.178
1 1:1 2:0.52 3:0.41 4:0.14 5:0.5995 6:0.242 7:0.1375 8:0.182
1 1:1 2:0.56 3:0.44 4:0.155 5:0.811 6:0.3685 7:0.178 8:0.235
1 1:2 2:0.6 3:0.46 4:0.155 5:0.6655 6:0.285 7:0.149 8:0.269
1 1:2 2:0.62 3:0.485 4:0.145 5:1.003 6:0.4655 7:0.2195 8:0.28
1 1:2 2:0.645 3:0.51 4:0.165 5:1.403 6:0.5755 7:0.2515 8:0.4545
1 1:0 2:0.69 3:0.535 4:0.185 5:1.826 6:0.797 7:0.409 8:0.499
1 1:2 2:0.56 3:0.45 4:0.145 5:0.9355 6:0.425 7:0.1645 8:0.2725
1 1:0 2:0.625 3:0.49 4:0.19 5:1.7015 6:0.7465 7:0.4105 8:0.3855
1 1:0 2:0.635 3:0.485 4:0.155 5:1.073 6:0.467 7:0.1975 8:0.35
1 1:0 2:0.675 3:0.51 4:0.15 5:1.1965 6:0.475 7:0.304 8:0.386
1 1:0 2:0.72 3:0.59 4:0.205 5:1.7495 6:0.7755 7:0.4225 8:0.48
1 1:2 2:0.585 3:0.45 4:0.15 5:0.997 6:0.4055 7:0.283 8:0.251
